subjnum,TaskOrder,block,block_Norm,trial,trial_num,trial_id,condition,saccindex,curritem,obs,Dwell,log_dur,p_efficient,p_engaged,decoded
1,VST_first,2,1,34,2,1_2_34,VD,1,Distractor,3,138,4.927253685157205,0.10890836121400348,0.8910916387859965,Distractor Engagement
1,VST_first,2,1,34,2,1_2_34,VD,2,Distractor,3,98,4.584967478670572,0.9471077592763397,0.05289224072366033,Efficient Search
1,VST_first,2,1,34,2,1_2_34,VD,3,Distractor,3,140,4.941642422609304,0.3179732858097537,0.6820267141902463,Distractor Engagement
1,VST_first,2,1,34,2,1_2_34,VD,4,Distractor,3,108,4.68213122712422,0.8461436473770452,0.1538563526229548,Efficient Search
1,VST_first,2,1,34,2,1_2_34,VD,5,TCD,2,244,5.497168225293202,0.13047372309116873,0.8695262769088312,Distractor Engagement
1,VST_first,2,1,35,3,1_2_35,CD,1,Distractor,3,314,5.749392985908253,0.11069426951792402,0.889305730482076,Distractor Engagement
1,VST_first,2,1,35,3,1_2_35,CD,2,Distractor,3,190,5.247024072160486,0.12686176893644702,0.873138231063553,Distractor Engagement
1,VST_first,2,1,35,3,1_2_35,CD,3,Distractor,3,212,5.356586274672012,0.11965938536214575,0.8803406146378542,Distractor Engagement
1,VST_first,2,1,36,4,1_2_36,VD,1,TCD,2,140,4.941642422609304,0.09911547156989331,0.9008845284301067,Distractor Engagement
1,VST_first,2,1,36,4,1_2_36,VD,2,TCD,2,226,5.420534999272286,0.12522395397607067,0.8747760460239293,Distractor Engagement
1,VST_first,2,1,36,4,1_2_36,VD,3,Distractor,3,190,5.247024072160486,0.12686176893644702,0.8731382310635529,Distractor Engagement
1,VST_first,2,1,36,4,1_2_36,VD,4,Distractor,3,214,5.365976015021851,0.12007416466834607,0.8799258353316539,Distractor Engagement
1,VST_first,2,1,37,5,1_2_37,VD,1,TCD,2,174,5.159055299214529,0.03614006570560659,0.9638599342943934,Distractor Engagement
1,VST_first,2,1,37,5,1_2_37,VD,2,Target,1,516,6.246106765481563,1,0,Efficient Search
1,VST_first,2,1,38,6,1_2_38,CD,1,Distractor,3,232,5.44673737166631,0.030826885947272772,0.9691731140527272,Distractor Engagement
1,VST_first,2,1,38,6,1_2_38,CD,2,Distractor,3,144,4.969813299576001,0.3026979400421301,0.6973020599578699,Distractor Engagement
1,VST_first,2,1,38,6,1_2_38,CD,3,Distractor,3,188,5.236441962829949,0.12880362034348447,0.8711963796565154,Distractor Engagement
1,VST_first,2,1,38,6,1_2_38,CD,4,TCD,2,182,5.204006687076795,0.1357258898608915,0.8642741101391085,Distractor Engagement
1,VST_first,2,1,39,7,1_2_39,VD,1,Distractor,3,204,5.318119993844216,0.02795287895976595,0.972047121040234,Distractor Engagement
1,VST_first,2,1,39,7,1_2_39,VD,2,Distractor,3,168,5.123963979403259,0.16701605608613287,0.8329839439138671,Distractor Engagement
1,VST_first,2,1,39,7,1_2_39,VD,3,TCD,2,116,4.7535901911063645,0.7181744232534731,0.281825576746527,Efficient Search
1,VST_first,2,1,39,7,1_2_39,VD,4,TCD,2,136,4.912654885736052,0.3628512399512282,0.6371487600487717,Distractor Engagement
1,VST_first,2,1,40,8,1_2_40,CD,1,Distractor,3,86,4.454347296253507,0.9599221972914627,0.040077802708537266,Efficient Search
1,VST_first,2,1,40,8,1_2_40,CD,2,Distractor,3,258,5.552959584921617,0.1530992479498224,0.8469007520501777,Distractor Engagement
1,VST_first,2,1,40,8,1_2_40,CD,3,TCD,2,152,5.0238805208462765,0.2391679142025108,0.7608320857974892,Distractor Engagement
1,VST_first,2,1,40,8,1_2_40,CD,4,Target,1,436,6.077642243349034,1,0,Efficient Search
1,VST_first,2,1,41,9,1_2_41,VD,1,TCD,2,98,4.584967478670572,0.790349530519345,0.209650469480655,Efficient Search
1,VST_first,2,1,41,9,1_2_41,VD,2,TCD,2,274,5.6131281063880705,0.1884716032918474,0.8115283967081527,Distractor Engagement
1,VST_first,2,1,41,9,1_2_41,VD,3,Distractor,3,208,5.337538079701318,0.11931239185953273,0.8806876081404672,Distractor Engagement
1,VST_first,2,1,41,9,1_2_41,VD,4,Distractor,3,150,5.0106352940962555,0.25369737139321324,0.7463026286067868,Distractor Engagement
1,VST_first,2,1,42,10,1_2_42,CD,1,Distractor,3,240,5.480638923341991,0.033121102978109246,0.9668788970218907,Distractor Engagement
1,VST_first,2,1,42,10,1_2_42,CD,2,TCD,2,266,5.583496308781699,0.18549576978063556,0.8145042302193645,Distractor Engagement
1,VST_first,2,1,42,10,1_2_42,CD,3,Distractor,3,332,5.805134968916488,0.47331146756011216,0.5266885324398878,Distractor Engagement
1,VST_first,2,1,43,11,1_2_43,CD,1,TCD,2,210,5.3471075307174685,0.02775459669657792,0.9722454033034221,Distractor Engagement
1,VST_first,2,1,43,11,1_2_43,CD,2,Distractor,3,154,5.0369526024136295,0.22769711724342517,0.7723028827565749,Distractor Engagement
1,VST_first,2,1,43,11,1_2_43,CD,3,Distractor,3,136,4.912654885736052,0.3908432380908575,0.6091567619091425,Distractor Engagement
1,VST_first,2,1,43,11,1_2_43,CD,4,TCD,2,146,4.983606621708336,0.28385337717003956,0.7161466228299604,Distractor Engagement
1,VST_first,2,1,43,11,1_2_43,CD,5,TCD,2,78,4.356708826689592,0.998157319785724,0.0018426802142760528,Efficient Search
1,VST_first,2,1,45,12,1_2_45,VD,1,Distractor,3,162,5.087596335232384,0.04676658914707553,0.9532334108529246,Distractor Engagement
1,VST_first,2,1,45,12,1_2_45,VD,2,Distractor,3,254,5.537334267018537,0.1607681061196562,0.8392318938803438,Distractor Engagement
1,VST_first,2,1,45,12,1_2_45,VD,3,Distractor,3,264,5.575949103146316,0.181521747155667,0.818478252844333,Distractor Engagement
1,VST_first,2,1,46,13,1_2_46,CD,1,Distractor,3,144,4.969813299576001,0.08413106718160457,0.9158689328183954,Distractor Engagement
1,VST_first,2,1,46,13,1_2_46,CD,2,Distractor,3,210,5.3471075307174685,0.11940422358433972,0.8805957764156602,Distractor Engagement
1,VST_first,2,1,46,13,1_2_46,CD,3,Distractor,3,230,5.438079308923196,0.12889123500013616,0.8711087649998638,Distractor Engagement
1,VST_first,2,1,46,13,1_2_46,CD,4,TCD,2,168,5.123963979403259,0.16630655237386263,0.8336934476261373,Distractor Engagement
1,VST_first,2,1,47,14,1_2_47,VD,1,TCD,2,152,5.0238805208462765,0.06237059249113785,0.9376294075088621,Distractor Engagement
1,VST_first,2,1,47,14,1_2_47,VD,2,TCD,2,206,5.327876168789581,0.1188522778225086,0.8811477221774913,Distractor Engagement
1,VST_first,2,1,47,14,1_2_47,VD,3,Target,1,358,5.8805329864007,1,0,Efficient Search
1,VST_first,2,1,48,15,1_2_48,VD,1,TCD,2,176,5.170483995038151,0.03497415735311825,0.9650258426468817,Distractor Engagement
1,VST_first,2,1,48,15,1_2_48,VD,2,TCD,2,138,4.927253685157205,0.36492877821621705,0.635071221783783,Distractor Engagement
1,VST_first,2,1,48,15,1_2_48,VD,3,TCD,2,192,5.2574953720277815,0.12461490732691335,0.8753850926730867,Distractor Engagement
1,VST_first,2,1,48,15,1_2_48,VD,4,Target,1,244,5.497168225293202,1,0,Efficient Search
1,VST_first,2,1,49,16,1_2_49,CD,1,TCD,2,132,4.882801922586371,0.1448723855169098,0.8551276144830903,Distractor Engagement
1,VST_first,2,1,49,16,1_2_49,CD,2,Distractor,3,146,4.983606621708336,0.28489299514347555,0.7151070048565246,Distractor Engagement
1,VST_first,2,1,49,16,1_2_49,CD,3,Distractor,3,100,4.605170185988092,0.932533772504105,0.06746622749589498,Efficient Search
1,VST_first,2,1,49,16,1_2_49,CD,4,Target,1,244,5.497168225293202,1,0,Efficient Search
1,VST_first,2,1,50,17,1_2_50,CD,1,TCD,2,108,4.68213122712422,0.5365713478821215,0.4634286521178785,Efficient Search
1,VST_first,2,1,50,17,1_2_50,CD,2,Distractor,3,206,5.327876168789581,0.10790052311054676,0.8920994768894532,Distractor Engagement
1,VST_first,2,1,50,17,1_2_50,CD,3,Target,1,130,4.867534450455582,1,0,Efficient Search
1,VST_first,2,1,51,18,1_2_51,VD,1,Distractor,3,130,4.867534450455582,0.1613109548586306,0.8386890451413694,Distractor Engagement
1,VST_first,2,1,51,18,1_2_51,VD,2,Distractor,3,134,4.897839799950911,0.41744010882710453,0.5825598911728954,Distractor Engagement
1,VST_first,2,1,51,18,1_2_51,VD,3,Target,1,528,6.269096283706261,1,0,Efficient Search
1,VST_first,2,1,52,19,1_2_52,CD,1,Distractor,3,206,5.327876168789581,0.02788868014671778,0.9721113198532823,Distractor Engagement
1,VST_first,2,1,52,19,1_2_52,CD,2,Distractor,3,216,5.375278407684165,0.12064551245693021,0.8793544875430698,Distractor Engagement
1,VST_first,2,1,52,19,1_2_52,CD,3,Distractor,3,276,5.62040086571715,0.2132246852909034,0.7867753147090967,Distractor Engagement
1,VST_first,2,1,55,22,1_2_55,CD,3,Distractor,3,136,4.912654885736052,0.11954108213972522,0.8804589178602747,Distractor Engagement
1,VST_first,2,1,55,22,1_2_55,CD,4,Distractor,3,236,5.4638318050256105,0.13468767116559302,0.865312328834407,Distractor Engagement
1,VST_first,2,1,55,22,1_2_55,CD,5,TCD,2,312,5.7430031878094825,0.35872183288797754,0.6412781671120225,Distractor Engagement
1,VST_first,2,1,55,22,1_2_55,CD,6,Target,1,464,6.139884552226255,1,0,Efficient Search
1,VST_first,2,1,56,23,1_2_56,CD,1,Distractor,3,102,4.624972813284271,0.6955833771129002,0.3044166228870999,Efficient Search
1,VST_first,2,1,56,23,1_2_56,CD,2,Distractor,3,102,4.624972813284271,0.9059566126061558,0.09404338739384414,Efficient Search
1,VST_first,2,1,56,23,1_2_56,CD,3,Distractor,3,258,5.552959584921617,0.1530992479498224,0.8469007520501776,Distractor Engagement
1,VST_first,2,1,56,23,1_2_56,CD,4,Distractor,3,234,5.455321115357702,0.1326022968292933,0.8673977031707066,Distractor Engagement
1,VST_first,2,1,57,24,1_2_57,VD,1,TCD,2,132,4.882801922586371,0.1448723855169098,0.8551276144830903,Distractor Engagement
1,VST_first,2,1,57,24,1_2_57,VD,2,TCD,2,202,5.308267697401205,0.1195265047571178,0.8804734952428822,Distractor Engagement
1,VST_first,2,1,57,24,1_2_57,VD,3,Distractor,3,202,5.308267697401205,0.12006517552339586,0.8799348244766042,Distractor Engagement
1,VST_first,2,1,57,24,1_2_57,VD,4,Distractor,3,250,5.521460917862246,0.15377984574035072,0.8462201542596492,Distractor Engagement
1,VST_first,2,1,58,25,1_2_58,VD,1,Distractor,3,146,4.983606621708336,0.0777489364072052,0.9222510635927949,Distractor Engagement
1,VST_first,2,1,58,25,1_2_58,VD,2,TCD,2,142,4.955827057601261,0.3209954198060193,0.6790045801939808,Distractor Engagement
1,VST_first,2,1,58,25,1_2_58,VD,3,TCD,2,118,4.770684624465665,0.6825896983932992,0.31741030160670075,Efficient Search
1,VST_first,2,1,58,25,1_2_58,VD,4,Distractor,3,142,4.955827057601261,0.29771032374029194,0.7022896762597081,Distractor Engagement
1,VST_first,2,1,58,25,1_2_58,VD,5,Distractor,3,138,4.927253685157205,0.36611353246490214,0.6338864675350978,Distractor Engagement
1,VST_first,2,1,59,26,1_2_59,CD,1,TCD,2,106,4.663439094112067,0.5892777000882577,0.4107222999117423,Efficient Search
1,VST_first,2,1,59,26,1_2_59,CD,2,Distractor,3,198,5.288267030694535,0.10982263009733007,0.8901773699026699,Distractor Engagement
1,VST_first,2,1,59,26,1_2_59,CD,3,TCD,2,134,4.897839799950911,0.41619831476408253,0.5838016852359175,Distractor Engagement
1,VST_first,2,1,59,26,1_2_59,CD,4,TCD,2,208,5.337538079701318,0.11877664255999973,0.8812233574400002,Distractor Engagement
1,VST_first,2,1,60,27,1_2_60,VD,1,TCD,2,170,5.135798437050262,0.03888870037255869,0.9611112996274412,Distractor Engagement
1,VST_first,2,1,60,27,1_2_60,VD,2,TCD,2,138,4.927253685157205,0.36492877821621705,0.635071221783783,Distractor Engagement
1,VST_first,2,1,60,27,1_2_60,VD,3,TCD,2,200,5.298317366548036,0.12013811200920711,0.8798618879907929,Distractor Engagement
1,VST_first,2,1,60,27,1_2_60,VD,4,Distractor,3,210,5.3471075307174685,0.11940422358433973,0.8805957764156603,Distractor Engagement
1,VST_first,2,1,61,28,1_2_61,VD,1,TCD,2,146,4.983606621708336,0.07738342093020639,0.9226165790697937,Distractor Engagement
1,VST_first,2,1,61,28,1_2_61,VD,2,TCD,2,234,5.455321115357702,0.13201581721938002,0.86798418278062,Distractor Engagement
1,VST_first,2,1,61,28,1_2_61,VD,3,Distractor,3,236,5.4638318050256105,0.13468767116559302,0.865312328834407,Distractor Engagement
1,VST_first,2,1,61,28,1_2_61,VD,4,Target,1,156,5.049856007249537,1,0,Efficient Search
1,VST_first,2,1,62,29,1_2_62,CD,1,Distractor,3,150,5.0106352940962555,0.06710693647308914,0.9328930635269108,Distractor Engagement
1,VST_first,2,1,62,29,1_2_62,CD,2,Distractor,3,220,5.393627546352362,0.1222487403721667,0.8777512596278333,Distractor Engagement
1,VST_first,2,1,62,29,1_2_62,CD,3,TCD,2,212,5.356586274672012,0.1191222887056355,0.8808777112943645,Distractor Engagement
1,VST_first,2,1,62,29,1_2_62,CD,4,Distractor,3,242,5.488937726156687,0.14188609094554736,0.8581139090544526,Distractor Engagement
1,VST_first,2,1,63,30,1_2_63,CD,1,TCD,2,224,5.4116460518550396,0.029056834621729474,0.9709431653782705,Distractor Engagement
1,VST_first,2,1,63,30,1_2_63,CD,2,Target,1,304,5.717027701406222,1,0,Efficient Search
1,VST_first,2,1,64,31,1_2_64,VD,1,Distractor,3,138,4.927253685157205,0.10890836121400348,0.8910916387859965,Distractor Engagement
1,VST_first,2,1,64,31,1_2_64,VD,2,TCD,2,176,5.170483995038151,0.14622372561930008,0.8537762743806999,Distractor Engagement
1,VST_first,2,1,64,31,1_2_64,VD,3,Distractor,3,260,5.560681631015528,0.17263682320998208,0.8273631767900179,Distractor Engagement
1,VST_first,2,1,64,31,1_2_64,VD,4,Distractor,3,168,5.123963979403259,0.16701605608613287,0.8329839439138671,Distractor Engagement
1,VST_first,3,2,65,32,1_3_65,VD,1,Distractor,3,106,4.663439094112067,0.5905135570710655,0.40948644292893455,Efficient Search
1,VST_first,3,2,65,32,1_3_65,VD,2,Distractor,3,134,4.897839799950911,0.3899735313165128,0.6100264686834872,Distractor Engagement
1,VST_first,3,2,65,32,1_3_65,VD,3,Distractor,3,102,4.624972813284271,0.9152403989833394,0.0847596010166605,Efficient Search
1,VST_first,3,2,65,32,1_3_65,VD,4,Target,1,222,5.402677381872279,1,0,Efficient Search
1,VST_first,3,2,66,33,1_3_66,CD,1,Distractor,3,118,4.770684624465665,0.3138444568764633,0.6861555431235368,Distractor Engagement
1,VST_first,3,2,66,33,1_3_66,CD,2,Distractor,3,218,5.384495062789089,0.12137099323324994,0.87862900676675,Distractor Engagement
1,VST_first,3,2,66,33,1_3_66,CD,3,TCD,2,224,5.4116460518550396,0.12390057824264604,0.8760994217573539,Distractor Engagement
1,VST_first,3,2,66,33,1_3_66,CD,4,Distractor,3,202,5.308267697401205,0.12006517552339586,0.8799348244766041,Distractor Engagement
1,VST_first,3,2,67,34,1_3_67,CD,1,TCD,2,216,5.375278407684165,0.02807349891027059,0.9719265010897293,Distractor Engagement
1,VST_first,3,2,67,34,1_3_67,CD,2,Distractor,3,150,5.0106352940962555,0.2536973713932132,0.7463026286067868,Distractor Engagement
1,VST_first,3,2,67,34,1_3_67,CD,3,Distractor,3,156,5.049856007249537,0.2163957394889306,0.7836042605110695,Distractor Engagement
1,VST_first,3,2,67,34,1_3_67,CD,4,Target,1,188,5.236441962829949,1,0,Efficient Search
1,VST_first,3,2,68,35,1_3_68,VD,1,TCD,2,116,4.7535901911063645,0.3503297728119181,0.6496702271880819,Distractor Engagement
1,VST_first,3,2,68,35,1_3_68,VD,2,Distractor,3,228,5.429345628954441,0.12726283638278174,0.8727371636172182,Distractor Engagement
1,VST_first,3,2,68,35,1_3_68,VD,3,TCD,2,218,5.384495062789089,0.12082726839165228,0.8791727316083477,Distractor Engagement
1,VST_first,3,2,68,35,1_3_68,VD,4,Distractor,3,256,5.545177444479562,0.1645354748772306,0.8354645251227695,Distractor Engagement
1,VST_first,3,2,69,36,1_3_69,VD,1,Distractor,3,266,5.583496308781699,0.046200931743066234,0.9537990682569337,Distractor Engagement
1,VST_first,3,2,69,36,1_3_69,VD,2,Distractor,3,192,5.2574953720277815,0.1251732498881547,0.8748267501118454,Distractor Engagement
1,VST_first,3,2,69,36,1_3_69,VD,3,TCD,2,158,5.062595033026967,0.20526869431912662,0.7947313056808734,Distractor Engagement
1,VST_first,3,2,69,36,1_3_69,VD,4,Distractor,3,236,5.4638318050256105,0.13468767116559302,0.865312328834407,Distractor Engagement
1,VST_first,3,2,70,37,1_3_70,CD,1,Distractor,3,142,4.955827057601261,0.09136287998059722,0.9086371200194028,Distractor Engagement
1,VST_first,3,2,70,37,1_3_70,CD,2,Distractor,3,108,4.68213122712422,0.8461436473770452,0.1538563526229548,Efficient Search
1,VST_first,3,2,70,37,1_3_70,CD,3,TCD,2,222,5.402677381872279,0.11095782354764776,0.8890421764523523,Distractor Engagement
1,VST_first,3,2,70,37,1_3_70,CD,4,TCD,2,334,5.811140992976701,0.4842305378501122,0.5157694621498877,Distractor Engagement
1,VST_first,3,2,71,38,1_3_71,VD,1,TCD,2,242,5.488937726156687,0.03363953381095685,0.9663604661890431,Distractor Engagement
1,VST_first,3,2,71,38,1_3_71,VD,2,Distractor,3,200,5.298317366548036,0.1206791613216063,0.8793208386783936,Distractor Engagement
1,VST_first,3,2,72,39,1_3_72,VD,1,Distractor,3,256,5.545177444479562,0.040006838005142084,0.959993161994858,Distractor Engagement
1,VST_first,3,2,72,39,1_3_72,VD,2,TCD,2,212,5.356586274672012,0.1191222887056355,0.8808777112943645,Distractor Engagement
1,VST_first,3,2,72,39,1_3_72,VD,3,Distractor,3,326,5.786897381366708,0.4374739902464791,0.562526009753521,Distractor Engagement
1,VST_first,3,2,74,40,1_3_74,VD,1,Distractor,3,128,4.852030263919617,0.17935619651693033,0.8206438034830698,Distractor Engagement
1,VST_first,3,2,74,40,1_3_74,VD,2,Distractor,3,242,5.488937726156687,0.14188609094554738,0.8581139090544526,Distractor Engagement
1,VST_first,3,2,74,40,1_3_74,VD,3,Distractor,3,212,5.356586274672012,0.11965938536214576,0.8803406146378543,Distractor Engagement
1,VST_first,3,2,74,40,1_3_74,VD,4,TCD,2,260,5.560681631015528,0.1719083696152319,0.8280916303847682,Distractor Engagement
1,VST_first,3,2,75,41,1_3_75,VD,1,Distractor,3,170,5.135798437050262,0.039080090399131136,0.9609199096008688,Distractor Engagement
1,VST_first,3,2,75,41,1_3_75,VD,2,Distractor,3,248,5.5134287461649825,0.15055132346474467,0.8494486765352554,Distractor Engagement
1,VST_first,3,2,75,41,1_3_75,VD,3,Distractor,3,186,5.225746673713202,0.1310154838027518,0.8689845161972481,Distractor Engagement
1,VST_first,3,2,75,41,1_3_75,VD,4,TCD,2,180,5.19295685089021,0.1388575145643923,0.8611424854356077,Distractor Engagement
1,VST_first,3,2,76,42,1_3_76,CD,1,Distractor,3,112,4.718498871295094,0.43825253916214085,0.5617474608378592,Distractor Engagement
1,VST_first,3,2,76,42,1_3_76,CD,2,Distractor,3,160,5.075173815233827,0.19673469421913806,0.8032653057808619,Distractor Engagement
1,VST_first,3,2,76,42,1_3_76,CD,3,TCD,2,190,5.247024072160486,0.12629698197959974,0.8737030180204003,Distractor Engagement
1,VST_first,3,2,76,42,1_3_76,CD,4,TCD,2,254,5.537334267018537,0.16008004367248088,0.8399199563275191,Distractor Engagement
1,VST_first,3,2,77,43,1_3_77,VD,1,TCD,2,126,4.836281906951478,0.1991252243881029,0.8008747756118971,Distractor Engagement
1,VST_first,3,2,77,43,1_3_77,VD,2,Distractor,3,266,5.583496308781699,0.18626884834864502,0.8137311516513549,Distractor Engagement
1,VST_first,3,2,77,43,1_3_77,VD,3,Distractor,3,112,4.718498871295094,0.7866344915214342,0.21336550847856586,Efficient Search
1,VST_first,3,2,77,43,1_3_77,VD,4,TCD,2,206,5.327876168789581,0.10740976697221817,0.8925902330277818,Distractor Engagement
1,VST_first,3,2,78,44,1_3_78,VD,1,Distractor,3,144,4.969813299576001,0.08413106718160457,0.9158689328183954,Distractor Engagement
1,VST_first,3,2,78,44,1_3_78,VD,2,Distractor,3,126,4.836281906951478,0.5414923453859403,0.45850765461405985,Efficient Search
1,VST_first,3,2,78,44,1_3_78,VD,3,Distractor,3,300,5.703782474656201,0.2785550609446703,0.7214449390553296,Distractor Engagement
1,VST_first,3,2,78,44,1_3_78,VD,4,TCD,2,118,4.770684624465665,0.6825896983932991,0.3174103016067008,Efficient Search
1,VST_first,3,2,79,45,1_3_79,VD,1,Distractor,3,134,4.897839799950911,0.13166634538053185,0.8683336546194682,Distractor Engagement
1,VST_first,3,2,79,45,1_3_79,VD,2,Distractor,3,202,5.308267697401205,0.12006517552339586,0.8799348244766041,Distractor Engagement
1,VST_first,3,2,79,45,1_3_79,VD,3,Distractor,3,286,5.655991810819852,0.24592167961039527,0.7540783203896047,Distractor Engagement
1,VST_first,3,2,79,45,1_3_79,VD,4,Distractor,3,220,5.393627546352362,0.1222487403721667,0.8777512596278334,Distractor Engagement
1,VST_first,3,2,80,46,1_3_80,CD,1,TCD,2,70,4.248495242049359,0.9987394097301613,0.00126059026983877,Efficient Search
1,VST_first,3,2,80,46,1_3_80,CD,2,TCD,2,172,5.147494476813453,0.14088332542935975,0.8591166745706402,Distractor Engagement
1,VST_first,3,2,80,46,1_3_80,CD,3,Distractor,3,42,3.7376696182833684,0.999999998115435,1.884564875026343e-9,Efficient Search
1,VST_first,3,2,80,46,1_3_80,CD,4,Distractor,3,258,5.552959584921617,0.1530992479498224,0.8469007520501776,Distractor Engagement
1,VST_first,3,2,80,46,1_3_80,CD,5,Distractor,3,120,4.787491742782046,0.6476794962945724,0.3523205037054276,Efficient Search
1,VST_first,3,2,81,47,1_3_81,VD,1,TCD,2,120,4.787491742782046,0.27903206449524814,0.7209679355047518,Distractor Engagement
1,VST_first,3,2,81,47,1_3_81,VD,2,TCD,2,164,5.099866427824199,0.1797055529753053,0.8202944470246947,Distractor Engagement
1,VST_first,3,2,81,47,1_3_81,VD,3,Distractor,3,178,5.181783550292085,0.1429719131775577,0.8570280868224422,Distractor Engagement
1,VST_first,3,2,81,47,1_3_81,VD,4,Distractor,3,162,5.087596335232384,0.18821101668156395,0.8117889833184361,Distractor Engagement
1,VST_first,3,2,81,47,1_3_81,VD,5,TCD,2,196,5.278114659230517,0.1219503537968382,0.8780496462031618,Distractor Engagement
1,VST_first,3,2,82,48,1_3_82,VD,1,Distractor,3,212,5.356586274672012,0.027958595227600396,0.9720414047723996,Distractor Engagement
1,VST_first,3,2,82,48,1_3_82,VD,2,Target,1,276,5.62040086571715,1,0,Efficient Search
1,VST_first,3,2,84,50,1_3_84,CD,1,TCD,2,196,5.278114659230517,0.028550822900639775,0.9714491770993602,Distractor Engagement
1,VST_first,3,2,84,50,1_3_84,CD,2,TCD,2,120,4.787491742782046,0.6465128914149886,0.3534871085850114,Efficient Search
1,VST_first,3,2,84,50,1_3_84,CD,3,TCD,2,150,5.0106352940962555,0.23179020206693218,0.7682097979330679,Distractor Engagement
1,VST_first,3,2,84,50,1_3_84,CD,4,TCD,2,156,5.049856007249537,0.21553074230294764,0.7844692576970524,Distractor Engagement
1,VST_first,3,2,84,50,1_3_84,CD,5,TCD,2,170,5.135798437050262,0.16051888180392965,0.8394811181960703,Distractor Engagement
1,VST_first,3,2,85,51,1_3_85,CD,1,Distractor,3,222,5.402677381872279,0.028894959511840138,0.9711050404881599,Distractor Engagement
1,VST_first,3,2,85,51,1_3_85,CD,2,TCD,2,186,5.225746673713202,0.13043496705662944,0.8695650329433705,Distractor Engagement
1,VST_first,3,2,85,51,1_3_85,CD,3,Distractor,3,206,5.327876168789581,0.11938832205942755,0.8806116779405725,Distractor Engagement
1,VST_first,3,2,85,51,1_3_85,CD,4,Distractor,3,272,5.605802066295998,0.20178110117399894,0.79821889882600106,Distractor Engagement
1,VST_first,3,2,86,52,1_3_86,CD,1,Distractor,3,146,4.983606621708336,0.0777489364072052,0.9222510635927949,Distractor Engagement
1,VST_first,3,2,86,52,1_3_86,CD,2,Distractor,3,88,4.477336814478207,0.9876679826433021,0.012332017356697821,Efficient Search
1,VST_first,3,2,86,52,1_3_86,CD,3,TCD,2,202,5.308267697401205,0.10802704065972157,0.8919729593402784,Distractor Engagement
1,VST_first,3,2,86,52,1_3_86,CD,4,TCD,2,322,5.7745515455444085,0.4131083426810596,0.5868916573189404,Distractor Engagement
1,VST_first,3,2,88,54,1_3_88,VD,1,Distractor,3,194,5.267858159063328,0.02901074174049468,0.9709892582595053,Distractor Engagement
1,VST_first,3,2,88,54,1_3_88,VD,2,Target,1,166,5.111987788356544,1,0,Efficient Search
1,VST_first,3,2,89,55,1_3_89,CD,1,TCD,2,160,5.075173815233827,0.04903459523167413,0.9509654047683259,Distractor Engagement
1,VST_first,3,2,89,55,1_3_89,CD,2,TCD,2,86,4.454347296253507,0.9911979980727296,0.008802001927270436,Efficient Search
1,VST_first,3,2,89,55,1_3_89,CD,3,Target,1,322,5.7745515455444085,1,0,Efficient Search
1,VST_first,3,2,90,56,1_3_90,CD,1,Distractor,3,210,5.3471075307174685,0.02789278069997876,0.9721072193000212,Distractor Engagement
1,VST_first,3,2,90,56,1_3_90,CD,2,Distractor,3,276,5.62040086571715,0.2132246852909034,0.7867753147090966,Distractor Engagement
1,VST_first,3,2,90,56,1_3_90,CD,3,TCD,2,204,5.318119993844216,0.11910021732826773,0.8808997826717322,Distractor Engagement
1,VST_first,3,2,91,57,1_3_91,CD,1,Distractor,3,146,4.983606621708336,0.0777489364072052,0.9222510635927949,Distractor Engagement
1,VST_first,3,2,91,57,1_3_91,CD,2,Distractor,3,112,4.718498871295094,0.7866344915214342,0.21336550847856584,Efficient Search
1,VST_first,3,2,91,57,1_3_91,CD,3,Target,1,210,5.3471075307174685,1,0,Efficient Search
1,VST_first,3,2,92,58,1_3_92,CD,1,Distractor,3,198,5.288267030694535,0.02843090461437711,0.9715690953856229,Distractor Engagement
1,VST_first,3,2,92,58,1_3_92,CD,2,TCD,2,224,5.4116460518550396,0.12390057824264604,0.8760994217573539,Distractor Engagement
1,VST_first,3,2,92,58,1_3_92,CD,3,Distractor,3,124,4.820281565605037,0.5761373759494499,0.4238626240505502,Efficient Search
1,VST_first,3,2,92,58,1_3_92,CD,4,TCD,2,226,5.420534999272286,0.11324684927848849,0.8867531507215114,Distractor Engagement
1,VST_first,3,2,93,59,1_3_93,CD,1,Distractor,3,246,5.5053315359323625,0.03531825251410594,0.9646817474858941,Distractor Engagement
1,VST_first,3,2,93,59,1_3_93,CD,2,Distractor,3,228,5.429345628954441,0.12726283638278174,0.8727371636172182,Distractor Engagement
1,VST_first,3,2,93,59,1_3_93,CD,3,Target,1,268,5.5909869805108565,1,0,Efficient Search
1,VST_first,3,2,94,60,1_3_94,CD,1,Distractor,3,248,5.5134287461649825,0.03614864709446824,0.9638513529055318,Distractor Engagement
1,VST_first,3,2,94,60,1_3_94,CD,2,Distractor,3,196,5.278114659230517,0.12249842836320482,0.8775015716367952,Distractor Engagement
1,VST_first,3,2,94,60,1_3_94,CD,3,Target,1,306,5.723585101952381,1,0,Efficient Search
1,VST_first,3,2,95,61,1_3_95,CD,1,Distractor,3,140,4.941642422609304,0.09957255855444028,0.9004274414455598,Distractor Engagement
1,VST_first,3,2,95,61,1_3_95,CD,2,TCD,2,126,4.836281906951478,0.5402237330462396,0.45977626695376034,Efficient Search
