subjnum,TaskOrder,block_Norm,CD,VD,suppress_score
31,VST_first,6,0.725747087804374,0.67372447399688,-0.05202261380749407
31,VST_first,7,0.6939892012188998,0.7402075722378535,0.04621837101895365
31,VST_first,8,0.7369318518724001,0.7325882564733694,-0.00434359539903062
32,RSVP_first,1,0.7276150124668024,0.797766213305956,0.0701512008391536
32,RSVP_first,2,0.7971981632020023,0.7604220037486302,-0.03677615945337209
32,RSVP_first,3,0.757517347019377,0.7246189426539837,-0.03289840436539326
32,RSVP_first,4,0.7072827985448091,0.7096950126529753,0.0024122141081661663
32,RSVP_first,5,0.6987851178421656,0.6333936222453186,-0.06539149559684698
32,RSVP_first,6,0.7730852589726755,0.7180933287067264,-0.054991930265949174
32,RSVP_first,7,0.6120799256903361,0.6988560842889655,0.08677615859862942
32,RSVP_first,8,0.66636289072631,0.7095439807519263,0.04318109002561621
33,VST_first,1,0.7502702150322471,0.7309991717771581,-0.019271043255088993
33,VST_first,2,0.7226582572698842,0.7019292903253117,-0.02072896694457249
33,VST_first,3,0.6881317436916516,0.7020689730721004,0.013937229380448724
33,VST_first,4,0.7659378329908921,0.7282752006792745,-0.037662632311617594
33,VST_first,5,0.7341714107343751,0.6837146201318018,-0.05045679060257324
33,VST_first,6,0.7504469957038846,0.68318865746209,-0.06725833824179461
33,VST_first,7,0.6707337079283132,0.7047955230966639,0.03406181516835072
33,VST_first,8,0.6968740703709065,0.6827822465935522,-0.014091823777354295
34,RSVP_first,1,0.6959962810785112,0.6773143010640308,-0.018681980014480404
34,RSVP_first,2,0.7200145790354542,0.6833189957892841,-0.03669558324617006
34,RSVP_first,3,0.5918346985489868,0.6246857835072215,0.03285108495823463
34,RSVP_first,4,0.6745483110326481,0.6485219052164964,-0.026026405816151676
34,RSVP_first,5,0.7282410648457275,0.6746921885999626,-0.053548876245764876
34,RSVP_first,6,0.6398413068745785,0.674404838303122,0.034563531428543515
34,RSVP_first,7,0.6842343762376186,0.6975706200971221,0.013336243859503494
34,RSVP_first,8,0.6068445443520285,0.6678514290300911,0.06100688467806259
35,VST_first,1,0.6557854445089335,0.6111092542131527,-0.04467619029578085
35,VST_first,2,0.6431264857131694,0.6928486006630632,0.04972211494989376
35,VST_first,3,0.6080011331532571,0.6643094412830318,0.05630830812977472
35,VST_first,4,0.6354539814362992,0.644238047833954,0.008784066397654833
35,VST_first,5,0.7863696810463934,0.7758552597104053,-0.010514421335988122
35,VST_first,6,0.6276976625206003,0.676446435225346,0.048748772704745647
35,VST_first,7,0.6541300951601677,0.7413149614993186,0.0871848663391509
35,VST_first,8,0.7018123838926977,0.7734441551525936,0.07163177125989584
36,RSVP_first,1,0.6669416324964005,0.6462624493709425,-0.020679183125458023
36,RSVP_first,2,0.7399425899258256,0.6732006332242476,-0.06674195670157801
36,RSVP_first,3,0.6407246974237771,0.7204636932404095,0.07973899581663235
36,RSVP_first,4,0.7111127178112916,0.6915163376967994,-0.019596380114492162
36,RSVP_first,5,0.6495726409324529,0.7016660144292536,0.052093373496800655
36,RSVP_first,6,0.6157559874944244,0.6978107085769688,0.08205472108254441
36,RSVP_first,7,0.6268021067561059,0.637497697547062,0.010695590790956055
36,RSVP_first,8,0.6364607034050653,0.5970382607506561,-0.039422442654409195
37,VST_first,1,0.6049403702939264,0.6987407090388652,0.09380033874493876
37,VST_first,2,0.6601106739740388,0.6233026788641272,-0.03680799510991162
37,VST_first,3,0.7213106200696859,0.6277729347840998,-0.09353768528558615
37,VST_first,4,0.6603634696212596,0.6260395913588005,-0.034323878262459084
37,VST_first,5,0.620553247292975,0.6321027188419931,0.011549471549018087
37,VST_first,6,0.6879892240783343,0.6199408202358857,-0.06804840384244859
37,VST_first,7,0.6604088496512813,0.6270862984208273,-0.03332255123045402
37,VST_first,8,0.6868314491384702,0.7152342038056007,0.028402754667130492
38,RSVP_first,1,0.6373067056928089,0.5478000273818797,-0.08950667831092918
38,RSVP_first,2,0.596401914186964,0.7067373688504025,0.11033545466343853
38,RSVP_first,3,0.741356251772069,0.7979889674494118,0.05663271567734285
38,RSVP_first,4,0.6657997802052322,0.7134621636548415,0.04766238344960927
38,RSVP_first,5,0.6598263897684866,0.6388463128161775,-0.02098007695230908
38,RSVP_first,6,0.6877176123787898,0.636886029712801,-0.05083158266598886
38,RSVP_first,7,0.6140204810758992,0.7343111461068321,0.12029066503093289
38,RSVP_first,8,0.7644498461175453,0.7599655669465074,-0.004484279171037886
39,VST_first,1,0.749543043982406,0.6501965453628656,-0.09934649861954037
39,VST_first,2,0.6671098669806768,0.6739079028927233,0.0067980359120465295
39,VST_first,3,0.7609104335768531,0.7512363804670954,-0.009674053109757663
39,VST_first,4,0.7085142765335604,0.8194663540275283,0.11095207749396796
39,VST_first,5,0.7353641746253762,0.7769536780629905,0.04158950343761436
39,VST_first,6,0.7944143032758819,0.787326902669257,-0.007087400606624938
39,VST_first,7,0.7813854926775526,0.7716073832723257,-0.009778109405226942
39,VST_first,8,0.7688523644696678,0.7696222062319472,7.698417622794551e-4
40,RSVP_first,1,0.7272101864625236,0.6745961785099164,-0.05261400795260718
40,RSVP_first,2,0.6729087651414921,0.6980607163363909,0.02515195119489877
40,RSVP_first,3,0.7793676317494945,0.7516417655214471,-0.027725866228047402
40,RSVP_first,4,0.7705835165119258,0.6520707549429661,-0.11851276156895973
40,RSVP_first,5,0.7713539069317205,0.7925955626136957,0.021241655681975224
40,RSVP_first,6,0.8038081132924796,0.7095484624060614,-0.09425965088641819
40,RSVP_first,7,0.7389043055578897,0.7514809345317156,0.012576628973825943
40,RSVP_first,8,0.7656465058952796,0.7744973509775606,0.008850845082280956
41,VST_first,1,0.7218655314657575,0.6747468492231384,-0.04711868224261906
41,VST_first,2,0.7263947895972956,0.7210021475824528,-0.005392642014842797
41,VST_first,3,0.7132975401013457,0.7507464178938116,0.03744887779246586
41,VST_first,4,0.6719353250912014,0.7138483492543009,0.0419130241630995
41,VST_first,5,0.732477183857705,0.7279747905589159,-0.004502393298789098
41,VST_first,6,0.7203744570187944,0.7101319548092822,-0.010242502209512283
41,VST_first,7,0.7062656338917557,0.7727289577415662,0.06646332384981057
41,VST_first,8,0.7273098974857741,0.7460751324225958,0.018765234936821695
42,RSVP_first,1,0.7025153365544083,0.6873278739339036,-0.015187462620504744
42,RSVP_first,2,0.7141309583685996,0.7630787449298879,0.04894778656128829
42,RSVP_first,3,0.6571599261207636,0.7220675976960398,0.06490767157527622
42,RSVP_first,4,0.7300349412793664,0.6992139997135417,-0.03082094156582471
42,RSVP_first,5,0.7628673826978356,0.7007646246358707,-0.06210275806196486
42,RSVP_first,6,0.7354872684965172,0.7304787413395922,-0.005008527156925013
42,RSVP_first,7,0.7018120357855974,0.6953545857026812,-0.006457450082916205
42,RSVP_first,8,0.7397924044668714,0.6912557552495436,-0.04853664921732781
43,VST_first,1,0.5897485615536624,0.5921644050753634,0.002415843521700989
43,VST_first,2,0.6250222676179318,0.6276442903189503,0.0026220227010185226
43,VST_first,3,0.6184624964529895,0.6231276795721732,0.004665183119183736
43,VST_first,4,0.5639342653144713,0.6016251533402881,0.03769088802581677
43,VST_first,5,0.5771635790600133,0.54719696106790106,-0.0299666179921122
43,VST_first,6,0.6728887418038914,0.5827545727111416,-0.09013416909274974
43,VST_first,7,0.6310939590267165,0.5552913275470922,-0.0758026314796243
43,VST_first,8,0.5740608550926408,0.6034406559043557,0.029379800811714873
44,RSVP_first,1,0.619109599115595,0.7151278076496992,0.09601820853410414
44,RSVP_first,2,0.5643089179336049,0.5675601505315985,0.0032512325979935364
44,RSVP_first,3,0.5948920940120821,0.5994710732232946,0.0045789792112125305
44,RSVP_first,4,0.7091477460880329,0.6906354905765033,-0.018512255511529574
44,RSVP_first,5,0.6720310901533767,0.6693568978308199,-0.0026741923225568343
44,RSVP_first,6,0.6655403994720243,0.72828774962240606,0.0627473501503818
44,RSVP_first,7,0.7113843981370669,0.6796925411965156,-0.03169185694055132
44,RSVP_first,8,0.730800684732535,0.7283157372473426,-0.002484947485192457
45,VST_first,1,0.6083003388442888,0.6028722364471437,-0.005428102397145085
45,VST_first,2,0.6723123019837182,0.6037691278248116,-0.06854317415890654
45,VST_first,3,0.6784035189021638,0.5925722482724953,-0.08583127062966844
45,VST_first,4,0.7607072890214268,0.672983025705084,-0.08772426331634287
45,VST_first,5,0.6807138047604371,0.6941466682692816,0.01343286350884454
45,VST_first,6,0.6258516969772695,0.6863087461944009,0.06045704921713135
45,VST_first,7,0.7467351829471081,0.6560087344185042,-0.0907264485286039
45,VST_first,8,0.7269141492777446,0.6057744821192939,-0.1211396671584507
46,RSVP_first,1,0.6847389598455603,0.5364286029122889,-0.14831035693327144
46,RSVP_first,2,0.67915001519751,0.744785570404251,0.06563555520674103
46,RSVP_first,3,0.7471198458516792,0.6942367004601208,-0.05288314539155847
46,RSVP_first,4,0.6547597586443327,0.6015015760886815,-0.05325818255565118
46,RSVP_first,5,0.6992785224835881,0.5835202523063859,-0.1157582701772022
46,RSVP_first,6,0.6255507698556135,0.7021327168635257,0.07658194700791221
46,RSVP_first,7,0.6092453837771633,0.5543366998156584,-0.054908683961504945
46,RSVP_first,8,0.7589021945274805,0.729385791910848,-0.029516402616632575
