state,p_target,p_tcd,p_distractor,median_dur_ms,sd_log_dur,state_label
1,0.3188726863398073,0.28998582217088564,0.39114149148930716,199.37060296759887,0.6640921046066656,Efficient Search
2,0,0.42699337813099203,0.573006621869008,206.8878997997749,0.22623619216804317,Distractor Engagement
