subjnum,TaskOrder,trial_num,trial_id,condition,block_Norm,p_efficient,p_engaged,n_fix
1,VST_first,200,1_8_239,CD,7,0.14187397861988732,0.8581260213801127,4
1,VST_first,201,1_8_240,VD,7,0.35920680367107816,0.6407931963289218,4
1,VST_first,202,1_8_241,CD,7,0.11812137712994095,0.881878622870059,4
1,VST_first,203,1_8_242,VD,7,0.11273164138392539,0.8872683586160746,4
1,VST_first,204,1_8_243,CD,7,0.4456232615235903,0.5543767384764098,3
1,VST_first,205,1_8_244,VD,7,0.39931122034799615,0.6006887796520038,3
1,VST_first,206,1_8_245,CD,7,0.11292210366838731,0.8870778963316127,3
1,VST_first,207,1_8_246,VD,7,0.5139463903499893,0.4860536096500106,2
1,VST_first,208,1_8_247,CD,7,0.48628835879031507,0.5137116412096849,5
1,VST_first,209,1_8_248,VD,7,0.33631511351670096,0.663684886483299,4
1,VST_first,210,1_8_249,VD,7,0.44150385739781217,0.5584961426021877,4
1,VST_first,211,1_8_250,CD,7,0.4156146800011312,0.5843853199988688,4
1,VST_first,212,1_8_251,VD,7,0.341170456587319,0.658829543412681,4
1,VST_first,213,1_8_252,CD,7,0.26829415959708425,0.7317058404029159,4
1,VST_first,214,1_8_253,CD,7,0.28903951863010235,0.7109604813698976,5
1,VST_first,215,1_8_254,CD,7,0.4017059188332371,0.598294081166763,5
1,VST_first,216,1_8_255,VD,7,0.15927627840648056,0.8407237215935194,4
1,VST_first,217,1_8_256,VD,7,0.10553144404634594,0.894468555953654,3
1,VST_first,218,1_9_257,VD,8,0.3984657723219084,0.6015342276780916,5
1,VST_first,219,1_9_258,VD,8,0.18743752783139855,0.8125624721686014,4
1,VST_first,220,1_9_259,VD,8,0.22967182245088574,0.7703281775491143,5
1,VST_first,221,1_9_260,CD,8,0.10138515932242549,0.8986148406775746,3
1,VST_first,222,1_9_261,CD,8,0.133554643310429,0.866445356689571,3
1,VST_first,223,1_9_262,VD,8,0.11059392386887883,0.8894060761311211,3
1,VST_first,224,1_9_263,VD,8,0.3832636035556519,0.6167363964443482,4
1,VST_first,225,1_9_264,VD,8,0.3320750534984666,0.6679249465015334,5
1,VST_first,226,1_9_265,VD,8,0.19134624766733643,0.8086537523326636,5
1,VST_first,227,1_9_266,CD,8,0.38454411598557553,0.6154558840144245,3
1,VST_first,228,1_9_267,CD,8,0.3858995266184415,0.6141004733815585,3
1,VST_first,229,1_9_268,CD,8,0.13855266538319047,0.8614473346168096,4
1,VST_first,231,1_9_270,CD,8,0.9342866683049507,0.0657133316950494,2
1,VST_first,232,1_9_271,VD,8,0.16737285768986365,0.8326271423101363,3
1,VST_first,234,1_9_273,CD,8,0.5111818549521919,0.4888181450478081,4
1,VST_first,236,1_9_275,VD,8,0.5188123160338092,0.4811876839661909,2
1,VST_first,237,1_9_276,CD,8,0.2763949924465477,0.7236050075534523,4
1,VST_first,238,1_9_277,VD,8,0.31979892767700363,0.6802010723229964,4
1,VST_first,239,1_9_278,CD,8,0.4464151285792315,0.5535848714207685,3
1,VST_first,240,1_9_279,CD,8,0.21987417726166697,0.780125822738333,5
1,VST_first,241,1_9_280,VD,8,0.12956357753126443,0.8704364224687355,4
1,VST_first,242,1_9_281,VD,8,0.39719833068897636,0.6028016693110236,3
1,VST_first,244,1_9_283,VD,8,0.13119059658014295,0.868809403419857,4
1,VST_first,245,1_9_284,CD,8,0.31860640596722883,0.6813935940327711,4
1,VST_first,247,1_9_286,VD,8,0.40807292325166117,0.5919270767483389,3
1,VST_first,248,1_9_287,CD,8,0.4059047377743785,0.5940952622256215,4
1,VST_first,249,1_9_288,CD,8,0.18241431726601107,0.8175856827339889,4
2,RSVP_first,1,2_2_34,VD,1,0.2265231282943887,0.7734768717056113,4
2,RSVP_first,2,2_2_35,CD,1,0.3119265664586234,0.6880734335413766,3
2,RSVP_first,4,2_2_37,VD,1,0.5864078813730195,0.41359211862698053,4
2,RSVP_first,5,2_2_38,CD,1,0.18017240140189064,0.8198275985981094,3
2,RSVP_first,6,2_2_40,VD,1,0.400537144834119,0.5994628551658809,3
2,RSVP_first,7,2_2_41,CD,1,0.1568517469865114,0.8431482530134886,3
2,RSVP_first,8,2_2_42,VD,1,0.17118687521426879,0.8288131247857312,4
2,RSVP_first,9,2_2_43,CD,1,0.29108407166196004,0.70891592833804,4
2,RSVP_first,10,2_2_44,CD,1,0.5863278349396227,0.4136721650603773,2
2,RSVP_first,11,2_2_45,VD,1,0.23398068084585738,0.7660193191541427,3
2,RSVP_first,12,2_2_46,VD,1,0.11981965381833037,0.8801803461816696,3
2,RSVP_first,13,2_2_47,VD,1,0.2745338822314758,0.7254661177685243,3
2,RSVP_first,14,2_2_48,CD,1,0.23514787860310016,0.7648521213968998,4
2,RSVP_first,15,2_2_50,VD,1,0.26234948022209065,0.7376505197779093,3
2,RSVP_first,16,2_2_51,VD,1,0.4564632365480092,0.5435367634519909,3
2,RSVP_first,17,2_2_52,CD,1,0.5051437939070148,0.49485620609298525,3
2,RSVP_first,19,2_2_54,VD,1,0.6002629708127116,0.3997370291872884,4
2,RSVP_first,21,2_2_61,VD,1,0.44892393709718575,0.5510760629028142,3
2,RSVP_first,22,2_2_64,CD,1,0.1644216353618069,0.8355783646381931,4
2,RSVP_first,23,2_3_65,CD,2,0.3504678069977828,0.6495321930022172,3
2,RSVP_first,24,2_3_66,CD,2,0.23821071169000715,0.7617892883099929,3
2,RSVP_first,25,2_3_67,VD,2,0.40702105440199304,0.592978945598007,3
2,RSVP_first,26,2_3_69,VD,2,0.13244969814919952,0.8675503018508004,3
2,RSVP_first,28,2_3_71,VD,2,0.14786295069866176,0.8521370493013383,4
2,RSVP_first,29,2_3_72,VD,2,0.7334546589218864,0.2665453410781137,3
2,RSVP_first,30,2_3_73,VD,2,0.3587432564306064,0.6412567435693936,2
2,RSVP_first,31,2_3_75,VD,2,0.6037447530353032,0.39625524696469683,4
2,RSVP_first,33,2_3_77,CD,2,0.19443728253149162,0.8055627174685083,2
2,RSVP_first,34,2_3_78,CD,2,0.1484793149980338,0.8515206850019662,3
2,RSVP_first,35,2_3_79,VD,2,0.14758555923110267,0.8524144407688973,3
2,RSVP_first,37,2_3_81,CD,2,0.11672388143239808,0.8832761185676019,3
2,RSVP_first,38,2_3_82,CD,2,0.10218935231894657,0.8978106476810535,3
2,RSVP_first,39,2_3_83,CD,2,0.23853774117920165,0.7614622588207983,3
2,RSVP_first,40,2_3_84,CD,2,0.17677283823862228,0.8232271617613778,3
2,RSVP_first,41,2_3_85,CD,2,0.22157198178936036,0.7784280182106396,3
2,RSVP_first,43,2_3_87,CD,2,0.5866933135437044,0.41330668645629565,2
2,RSVP_first,44,2_3_88,VD,2,0.4050355934977916,0.5949644065022084,3
2,RSVP_first,45,2_3_89,VD,2,0.38274468005504086,0.6172553199449591,3
2,RSVP_first,46,2_3_90,VD,2,0.15089896773197903,0.849101032268021,3
2,RSVP_first,47,2_3_91,CD,2,0.3212462975061488,0.6787537024938513,4
2,RSVP_first,48,2_3_92,VD,2,0.16362937788629764,0.8363706221137024,4
2,RSVP_first,49,2_3_93,VD,2,0.2626494279226967,0.7373505720773033,4
2,RSVP_first,50,2_3_94,CD,2,0.13537007329206366,0.8646299267079363,3
2,RSVP_first,51,2_3_95,CD,2,0.26860500857494346,0.7313949914250566,3
2,RSVP_first,52,2_3_96,VD,2,0.46286261579306065,0.53713738420693935,3
2,RSVP_first,53,2_4_97,CD,3,0.4529894957824913,0.5470105042175086,3
2,RSVP_first,54,2_4_98,CD,3,0.1691555131117856,0.8308444868882144,3
2,RSVP_first,55,2_4_99,VD,3,0.4977973476884815,0.5022026523115185,3
2,RSVP_first,56,2_4_100,VD,3,0.49410491874723705,0.505895081252763,4
2,RSVP_first,57,2_4_101,VD,3,0.18386468436629708,0.8161353156337029,3
2,RSVP_first,58,2_4_103,CD,3,0.24236340143188564,0.7576365985681144,3
2,RSVP_first,59,2_4_104,VD,3,0.4463635774848924,0.5536364225151076,3
2,RSVP_first,60,2_4_105,VD,3,0.26311798747725507,0.736882012522745,3
2,RSVP_first,61,2_4_106,CD,3,0.4968887541245831,0.5031112458754168,3
2,RSVP_first,62,2_4_107,CD,3,0.37974433389312623,0.6202556661068739,3
2,RSVP_first,63,2_4_108,CD,3,0.6872138262251183,0.31278617377488166,3
2,RSVP_first,64,2_4_109,VD,3,0.29936705976318595,0.7006329402368141,3
2,RSVP_first,65,2_4_110,CD,3,0.9903809527753573,0.009619047224642692,2
2,RSVP_first,66,2_4_111,VD,3,0.5146006537234802,0.48539934627651976,2
2,RSVP_first,67,2_4_112,VD,3,0.6641442393225088,0.33585576067749123,3
2,RSVP_first,68,2_4_113,CD,3,0.5601963826095857,0.4398036173904142,2
2,RSVP_first,69,2_4_114,CD,3,0.13665879425582297,0.863341205744177,3
2,RSVP_first,70,2_4_115,VD,3,0.4866099369032364,0.5133900630967636,3
2,RSVP_first,71,2_4_116,CD,3,0.1091641932621293,0.8908358067378707,3
2,RSVP_first,72,2_4_117,VD,3,0.3761694850842581,0.6238305149157419,4
2,RSVP_first,74,2_4_119,CD,3,0.10158084426180074,0.8984191557381993,3
2,RSVP_first,75,2_4_120,VD,3,0.17646039977798839,0.8235396002220117,3
2,RSVP_first,76,2_4_122,CD,3,0.5300611359117281,0.46993886408827196,2
2,RSVP_first,78,2_4_124,CD,3,0.5933565397495058,0.4066434602504943,4
2,RSVP_first,80,2_4_126,VD,3,0.46535075087152583,0.5346492491284742,2
2,RSVP_first,81,2_4_127,CD,3,0.21320475313083886,0.7867952468691611,3
2,RSVP_first,82,2_4_128,CD,3,0.5238242070352374,0.47617579296476265,2
2,RSVP_first,84,2_5_130,CD,4,0.5025533132051578,0.49744668679484216,2
2,RSVP_first,85,2_5_131,CD,4,0.457069845075428,0.5429301549245721,3
2,RSVP_first,86,2_5_132,CD,4,0.19055743332567135,0.8094425666743287,3
2,RSVP_first,87,2_5_133,VD,4,0.4800267366981069,0.5199732633018931,3
2,RSVP_first,89,2_5_135,CD,4,0.39086835836434786,0.6091316416356521,3
2,RSVP_first,90,2_5_136,CD,4,0.2364226872700045,0.7635773127299955,3
2,RSVP_first,91,2_5_137,VD,4,0.42382143384586457,0.5761785661541354,3
2,RSVP_first,92,2_5_139,VD,4,0.3665869134143969,0.633413086585603,3
2,RSVP_first,93,2_5_140,CD,4,0.16626459287821496,0.8337354071217851,3
2,RSVP_first,94,2_5_142,CD,4,0.3907240208639018,0.6092759791360983,3
2,RSVP_first,95,2_5_143,CD,4,0.13473455114234173,0.8652654488576583,3
2,RSVP_first,97,2_5_145,VD,4,0.15376706005432017,0.8462329399456798,3
2,RSVP_first,98,2_5_146,VD,4,0.18322088812100037,0.8167791118789997,3
2,RSVP_first,99,2_5_147,CD,4,0.42108100032738516,0.5789189996726148,3
2,RSVP_first,100,2_5_148,VD,4,0.37825985572213183,0.6217401442778682,3
2,RSVP_first,101,2_5_149,VD,4,0.4612436079754915,0.5387563920245084,3
2,RSVP_first,102,2_5_150,CD,4,0.16218998480175628,0.8378100151982437,3
2,RSVP_first,103,2_5_151,VD,4,0.17403621148903015,0.8259637885109699,2
2,RSVP_first,105,2_5_153,CD,4,0.1911010680109309,0.8088989319890691,3
2,RSVP_first,106,2_5_154,VD,4,0.3061254339542514,0.6938745660457486,3
2,RSVP_first,107,2_5_155,CD,4,0.19656497775805679,0.8034350222419433,3
2,RSVP_first,108,2_5_156,VD,4,0.2053258318208976,0.7946741681791024,3
2,RSVP_first,109,2_5_157,VD,4,0.3369151260076775,0.6630848739923225,3
2,RSVP_first,110,2_5_158,CD,4,0.09417713375089301,0.905822866249107,3
2,RSVP_first,111,2_5_159,CD,4,0.12128739499836229,0.8787126050016377,3
2,RSVP_first,112,2_5_160,VD,4,0.2942095041249777,0.7057904958750223,3
2,RSVP_first,113,2_6_161,VD,5,0.2012158878368035,0.7987841121631966,3
2,RSVP_first,114,2_6_162,CD,5,0.5223043090334281,0.47769569096657194,2
2,RSVP_first,115,2_6_165,CD,5,0.19980745842265402,0.800192541577346,3
2,RSVP_first,116,2_6_166,VD,5,0.4047405757694703,0.5952594242305297,3
2,RSVP_first,117,2_6_167,VD,5,0.19795061046366166,0.8020493895363383,3
2,RSVP_first,118,2_6_168,VD,5,0.23848504413070337,0.7615149558692966,3
2,RSVP_first,120,2_6_170,VD,5,0.19899001039398473,0.8010099896060153,3
2,RSVP_first,122,2_6_172,VD,5,0.27812265674409065,0.7218773432559094,3
2,RSVP_first,123,2_6_173,CD,5,0.1716972725789058,0.8283027274210942,3
2,RSVP_first,125,2_6_175,CD,5,0.1444486755595898,0.8555513244404102,3
